,id,date,saving_ratio,debt_saving_ratio,default_flag,max_dpd_6_months,max_dpd_12_months,max_dpd_24_months,problematic_cheque_count,customer_segment,duration_in_month,credit_history,purpose,credit_amount,savings,sme_history_begin,installment_as_income_perc,other_debtors,present_res_since,sector,average_credit_duration,customer_profile,business_type,credits_this_bank,revenue_range,people_under_maintenance,foreign_stakeholders,sector_risk,EBITDA,ROE,ROA,Revenue_Growth_Rate,Int_coverage_ratio,Net_Profit_Margin
636,637,8.11.2023,0.18,0.16,0,0,0,0.0,3,large_sme,24,existing credits paid back duly till now,domestic appliances,1376,500 <= ... < 1000 DM ,4 <= ... < 7 years,4,none,1,Construction,28,individual_consumers,corporation,1,5m-10m,10,yes,0,13,40,96,69,-31,88.0
637,638,6.10.2022,0.21,0.19,0,0,0,0.0,1,large_sme,60,delay in paying off in the past,domestic appliances,15653,... < 100 DM,4 <= ... < 7 years,2,none,4,Construction,21,individual_consumers,corporation,2,5m-10m,10,yes,4,203,18,85,32,-79,81.0
638,639,30.01.2022,0.3,0.28,0,0,0,0.0,0,large_sme,12,existing credits paid back duly till now,domestic appliances,1493,... < 100 DM,... < 1 year ,4,none,3,Construction,34,individual_consumers,corporation,1,5m-10m,20,yes,4,156,20,16,38,-8,35.0
639,640,16.08.2020,0.02,0.0,1,0,0,0.0,3,micro_sme,42,delay in paying off in the past,domestic appliances,4370,... < 100 DM,4 <= ... < 7 years,3,none,2,Oil and gas,26,small_businesses,corporation,2,5m-10m,20,yes,7,639,82,58,25,22,76.0
640,641,2.06.2022,0.43,0.41,1,0,0,0.0,0,micro_sme,18,existing credits paid back duly till now,lease_investment,750,... < 100 DM,new company,4,none,1,Real Estate,27,individual_consumers,corporation,1,0m-1m,10,yes,8,922,133,143,25,28,99.0
641,642,10.04.2022,0.18,0.16,0,0,0,0.0,3,medium_sme,15,existing credits paid back duly till now,education,1308,... < 100 DM,.. >= 7 years,4,none,4,Construction,38,individual_consumers,corporation,2,1m-5m,10,yes,7,96,10,54,2,36,-4.0
642,643,13.05.2020,0.22,0.2,1,0,0,0.0,1,large_sme,15,existing credits paid back duly till now,lease_investment,4623,100 <= ... < 500 DM,1 <= ... < 4 years,3,none,2,Oil and gas,40,individual_consumers,corporation,1,10m+,10,yes,6,339,143,135,64,-43,87.0
643,644,1.11.2020,0.49,0.47,0,0,0,0.0,2,large_sme,24,critical account/ other credits existing (not at this bank),domestic appliances,1851,... < 100 DM,4 <= ... < 7 years,4,guarantor,2,Construction,33,individual_consumers,corporation,2,5m-10m,10,yes,1,770,90,86,10,98,45.0
644,645,1.04.2023,0.36,0.34,0,0,0,0.0,1,micro_sme,18,critical account/ other credits existing (not at this bank),domestic appliances,1880,... < 100 DM,4 <= ... < 7 years,4,none,1,Oil and gas,32,individual_consumers,corporation,2,10m+,10,yes,7,113,3,81,9,-29,18.0
645,646,7.06.2023,0.85,0.83,1,0,0,0.0,0,large_sme,36,delay in paying off in the past,business,7980,unknown/ no savings account,... < 1 year ,4,none,4,Construction,27,individual_consumers,sole_proprietorship,2,5m-10m,10,yes,4,775,95,132,77,11,83.0
646,647,8.05.2020,0.17,0.15,0,0,0,0.0,0,micro_sme,30,no credits taken/ all credits paid back duly,rent_payment,4583,... < 100 DM,1 <= ... < 4 years,2,guarantor,2,Real Estate,32,individual_consumers,corporation,2,5m-10m,10,yes,4,240,71,98,53,38,74.0
647,648,30.03.2020,0.32,0.3,1,0,0,0.0,3,large_sme,12,existing credits paid back duly till now,car (new),1386,500 <= ... < 1000 DM ,1 <= ... < 4 years,2,none,2,Oil and gas,26,individual_consumers,corporation,1,5m-10m,10,yes,4,791,70,142,67,26,70.0
648,649,30.08.2023,0.38,0.36,1,0,0,0.0,0,small_sme,24,existing credits paid back duly till now,car (new),947,... < 100 DM,4 <= ... < 7 years,4,none,3,Telecommunications,38,small_businesses,partnership,1,5m-10m,20,yes,6,308,140,112,29,-21,79.0
649,650,14.03.2020,0.91,0.89,1,0,0,0.0,3,micro_sme,12,existing credits paid back duly till now,lease_investment,684,... < 100 DM,1 <= ... < 4 years,4,none,4,Construction,40,individual_consumers,sole_proprietorship,1,1m-5m,20,yes,3,258,62,95,66,86,99.0
650,651,8.12.2020,0.08,0.06,0,0,0,0.0,2,micro_sme,48,existing credits paid back duly till now,lease_investment,7476,... < 100 DM,4 <= ... < 7 years,4,none,1,Telecommunications,50,individual_consumers,partnership,1,10m+,10,yes,4,254,85,45,36,12,80.0
651,652,26.07.2022,0.22,0.2,1,0,0,0.0,3,medium_sme,12,existing credits paid back duly till now,rent_payment,1922,... < 100 DM,1 <= ... < 4 years,4,none,2,Oil and gas,37,individual_consumers,corporation,1,1m-5m,10,yes,9,503,51,96,23,-29,83.0
652,653,26.10.2021,0.53,0.51,1,0,0,0.0,0,micro_sme,24,existing credits paid back duly till now,car (new),2303,... < 100 DM,.. >= 7 years,4,co-applicant,1,Real Estate,45,individual_consumers,corporation,1,5m-10m,10,yes,9,847,52,124,87,-100,97.0
653,654,14.04.2021,0.84,0.82,1,0,0,0.0,2,medium_sme,36,delay in paying off in the past,car (new),8086,100 <= ... < 500 DM,.. >= 7 years,2,none,4,Construction,42,individual_consumers,corporation,4,10m+,10,yes,7,925,31,145,54,88,78.0
654,655,3.01.2023,0.08,0.06,0,0,0,0.0,3,large_sme,24,critical account/ other credits existing (not at this bank),car (used),2346,... < 100 DM,4 <= ... < 7 years,4,none,3,Construction,35,individual_consumers,corporation,2,5m-10m,10,yes,6,21,-9,29,46,82,63.0
655,656,25.04.2020,0.46,0.44,0,0,0,0.0,3,micro_sme,14,existing credits paid back duly till now,car (new),3973,... < 100 DM,new company,1,none,4,Telecommunications,22,individual_consumers,partnership,1,5m-10m,10,yes,6,260,15,2,10,-59,8.0
656,657,30.05.2020,0.5,0.48,1,0,0,0.0,0,medium_sme,12,existing credits paid back duly till now,car (new),888,... < 100 DM,.. >= 7 years,4,none,4,Construction,41,small_businesses,corporation,1,1m-5m,20,yes,9,404,134,137,30,-63,70.0
657,658,3.08.2022,0.31,0.29,0,0,0,0.0,2,large_sme,48,existing credits paid back duly till now,domestic appliances,10222,unknown/ no savings account,4 <= ... < 7 years,4,none,3,Construction,37,large_enterprises,corporation,1,5m-10m,10,yes,5,217,79,43,66,9,38.0
658,659,10.12.2022,0.15,0.13,0,0,0,0.0,3,medium_sme,30,no credits taken/ all credits paid back duly,business,4221,... < 100 DM,1 <= ... < 4 years,2,none,1,Construction,28,individual_consumers,corporation,2,5m-10m,10,yes,3,799,47,51,42,-75,56.0
659,660,21.10.2023,0.18,0.16,0,0,0,0.0,0,medium_sme,18,critical account/ other credits existing (not at this bank),rent_payment,6361,... < 100 DM,.. >= 7 years,2,none,1,Telecommunications,41,individual_consumers,corporation,1,5m-10m,10,yes,6,705,40,65,59,-57,50.0
660,661,20.11.2023,0.18,0.16,0,0,0,0.0,0,small_sme,12,existing credits paid back duly till now,domestic appliances,1297,... < 100 DM,1 <= ... < 4 years,3,none,4,Real Estate,23,individual_consumers,sole_proprietorship,1,5m-10m,10,yes,3,217,2,60,75,30,46.0
661,662,4.04.2020,0.98,0.96,1,0,0,0.0,0,micro_sme,12,existing credits paid back duly till now,car (new),900,unknown/ no savings account,1 <= ... < 4 years,4,none,2,Construction,23,individual_consumers,corporation,1,5m-10m,10,yes,6,202,62,116,99,52,82.0
662,663,30.08.2023,0.2,0.18,0,0,0,0.0,3,large_sme,21,existing credits paid back duly till now,rent_payment,2241,... < 100 DM,.. >= 7 years,4,none,2,Real Estate,50,individual_consumers,corporation,2,5m-10m,10,yes,7,248,91,93,78,35,-3.0
663,664,23.09.2020,0.19,0.17,0,0,0,0.0,2,medium_sme,6,delay in paying off in the past,rent_payment,1050,... < 100 DM,new company,4,none,1,Oil and gas,35,large_enterprises,corporation,2,10m+,10,yes,0,480,83,58,100,34,12.0
664,665,22.02.2022,0.36,0.34,0,0,0,0.0,2,small_sme,6,critical account/ other credits existing (not at this bank),lease_investment,1047,... < 100 DM,1 <= ... < 4 years,2,none,4,Oil and gas,50,individual_consumers,corporation,1,1m-5m,10,yes,2,102,11,61,34,21,25.0
665,666,23.08.2021,0.24,0.22,0,0,0,0.0,2,large_sme,24,critical account/ other credits existing (not at this bank),furniture/equipment,6314,... < 100 DM,new company,4,co-applicant,2,Telecommunications,27,small_businesses,corporation,2,10m+,10,yes,2,271,34,53,49,94,70.0
666,667,26.09.2023,0.36,0.34,0,0,0,0.0,0,medium_sme,30,all credits at this bank paid back duly,rent_payment,3496,.. >= 1000 DM ,1 <= ... < 4 years,4,none,2,Construction,34,large_enterprises,corporation,1,5m-10m,20,yes,4,625,8,69,33,47,53.0
667,668,12.07.2021,0.08,0.06,0,0,0,0.0,0,large_sme,48,all credits at this bank paid back duly,business,3609,... < 100 DM,1 <= ... < 4 years,1,none,1,Real Estate,27,large_enterprises,corporation,1,5m-10m,10,yes,7,259,81,62,85,83,53.0
668,669,17.02.2023,0.69,0.67,1,0,0,0.0,3,micro_sme,12,critical account/ other credits existing (not at this bank),car (new),4843,... < 100 DM,.. >= 7 years,3,co-applicant,4,Oil and gas,43,individual_consumers,sole_proprietorship,2,5m-10m,10,yes,5,620,84,87,46,56,87.0
669,670,21.02.2020,0.44,0.42,0,0,0,0.0,0,small_sme,30,critical account/ other credits existing (not at this bank),domestic appliances,3017,... < 100 DM,.. >= 7 years,4,none,4,Oil and gas,47,individual_consumers,corporation,1,5m-10m,10,yes,1,167,8,20,89,-77,8.0
670,671,4.04.2022,0.09,0.07,0,0,0,0.0,1,large_sme,24,critical account/ other credits existing (not at this bank),business,4139,100 <= ... < 500 DM,1 <= ... < 4 years,3,none,3,Oil and gas,27,individual_consumers,corporation,2,1m-5m,10,yes,1,179,28,86,89,-69,42.0
671,672,26.07.2020,0.37,0.35,0,0,0,0.0,1,large_sme,36,existing credits paid back duly till now,business,5742,100 <= ... < 500 DM,4 <= ... < 7 years,2,none,2,Construction,31,individual_consumers,corporation,2,5m-10m,10,yes,2,668,63,38,45,-78,89.0
672,673,20.12.2022,0.11,0.09,0,0,0,0.0,1,large_sme,60,existing credits paid back duly till now,car (new),10366,... < 100 DM,.. >= 7 years,2,none,4,Oil and gas,42,individual_consumers,corporation,1,10m+,10,yes,0,354,82,55,5,83,87.0
673,674,16.06.2023,0.16,0.14,0,0,0,0.0,1,large_sme,6,critical account/ other credits existing (not at this bank),car (new),2080,500 <= ... < 1000 DM ,1 <= ... < 4 years,1,none,2,Construction,24,individual_consumers,corporation,1,5m-10m,10,yes,5,273,98,95,35,43,88.0
674,675,4.07.2020,0.85,0.83,1,0,0,0.0,3,large_sme,21,delay in paying off in the past,business,2580,500 <= ... < 1000 DM ,... < 1 year ,4,none,2,Real Estate,41,small_businesses,corporation,1,1m-5m,20,yes,4,215,71,56,77,-38,91.0
675,676,1.12.2021,0.1,0.08,0,0,0,0.0,3,large_sme,30,critical account/ other credits existing (not at this bank),domestic appliances,4530,... < 100 DM,4 <= ... < 7 years,4,none,4,Construction,26,individual_consumers,sole_proprietorship,1,10m+,10,yes,3,191,21,78,35,-50,89.0
676,677,23.07.2022,0.02,0.0,0,0,0,0.0,3,large_sme,24,critical account/ other credits existing (not at this bank),rent_payment,5150,... < 100 DM,.. >= 7 years,4,none,4,Construction,33,individual_consumers,corporation,1,5m-10m,10,yes,5,763,4,37,65,7,10.0
677,678,20.03.2022,0.79,0.77,1,0,0,0.0,3,medium_sme,72,existing credits paid back duly till now,domestic appliances,5595,100 <= ... < 500 DM,1 <= ... < 4 years,2,none,2,Construction,24,individual_consumers,corporation,1,5m-10m,10,yes,6,824,47,87,92,41,84.0
678,679,19.01.2021,0.18,0.16,0,0,0,0.0,0,micro_sme,24,existing credits paid back duly till now,domestic appliances,2384,... < 100 DM,.. >= 7 years,4,none,4,Real Estate,64,small_businesses,sole_proprietorship,1,1m-5m,10,yes,2,201,-5,37,40,-43,7.0
679,680,23.08.2023,0.23,0.21,0,0,0,0.0,1,large_sme,18,existing credits paid back duly till now,domestic appliances,1453,... < 100 DM,... < 1 year ,3,none,1,Real Estate,26,individual_consumers,corporation,1,5m-10m,10,yes,2,105,-5,93,23,-87,49.0
680,681,16.05.2023,0.33,0.31,0,0,0,0.0,0,large_sme,6,existing credits paid back duly till now,lease_investment,1538,... < 100 DM,... < 1 year ,1,none,2,Telecommunications,56,individual_consumers,corporation,1,5m-10m,10,yes,3,533,91,28,88,18,63.0
681,682,17.08.2021,0.35,0.33,0,0,0,0.0,0,large_sme,12,existing credits paid back duly till now,domestic appliances,2279,unknown/ no savings account,1 <= ... < 4 years,4,none,4,Telecommunications,37,individual_consumers,partnership,1,5m-10m,10,yes,2,463,56,11,71,-77,25.0
682,683,16.02.2021,0.08,0.06,0,0,0,0.0,2,large_sme,15,delay in paying off in the past,domestic appliances,1478,... < 100 DM,1 <= ... < 4 years,4,none,3,Real Estate,33,small_businesses,corporation,2,5m-10m,10,yes,5,292,62,84,95,-6,34.0
683,684,2.11.2021,0.49,0.47,0,0,0,0.0,1,large_sme,24,critical account/ other credits existing (not at this bank),domestic appliances,5103,... < 100 DM,... < 1 year ,3,none,3,Telecommunications,47,individual_consumers,partnership,3,5m-10m,10,yes,1,411,46,10,77,-97,11.0
684,685,21.11.2021,0.19,0.17,0,0,0,0.0,2,medium_sme,36,delay in paying off in the past,business,9857,100 <= ... < 500 DM,4 <= ... < 7 years,1,none,3,Oil and gas,31,individual_consumers,corporation,2,1m-5m,20,yes,3,623,25,77,42,-21,13.0
685,686,22.05.2021,0.21,0.19,0,0,0,0.0,2,large_sme,60,existing credits paid back duly till now,car (new),6527,unknown/ no savings account,1 <= ... < 4 years,4,none,4,Telecommunications,34,individual_consumers,partnership,1,5m-10m,20,yes,3,256,41,57,89,-26,56.0
686,687,15.06.2023,0.45,0.43,0,0,0,0.0,2,small_sme,10,critical account/ other credits existing (not at this bank),domestic appliances,1347,unknown/ no savings account,4 <= ... < 7 years,4,none,2,Oil and gas,27,individual_consumers,corporation,2,5m-10m,10,yes,1,29,81,61,2,-36,47.0
687,688,14.06.2021,0.33,0.31,0,0,0,0.0,1,medium_sme,36,delay in paying off in the past,car (new),2862,100 <= ... < 500 DM,.. >= 7 years,4,none,3,Telecommunications,30,individual_consumers,partnership,1,5m-10m,10,yes,5,312,55,57,20,97,87.0
688,689,4.09.2020,0.3,0.28,0,0,0,0.0,0,large_sme,9,existing credits paid back duly till now,domestic appliances,2753,100 <= ... < 500 DM,.. >= 7 years,3,co-applicant,4,Construction,35,individual_consumers,corporation,1,5m-10m,10,yes,0,1,78,85,34,21,30.0
689,690,13.07.2020,0.44,0.42,0,0,0,0.0,0,micro_sme,12,existing credits paid back duly till now,car (new),3651,.. >= 1000 DM ,1 <= ... < 4 years,1,none,3,Oil and gas,31,individual_consumers,corporation,1,5m-10m,20,yes,3,92,51,61,66,-2,53.0
690,691,29.08.2021,0.15,0.13,0,0,0,0.0,2,micro_sme,15,critical account/ other credits existing (not at this bank),rent_payment,975,... < 100 DM,1 <= ... < 4 years,2,none,3,Oil and gas,25,individual_consumers,corporation,2,5m-10m,10,yes,1,44,16,54,100,100,23.0
691,692,8.12.2021,0.23,0.21,0,0,0,0.0,2,medium_sme,15,existing credits paid back duly till now,education,2631,100 <= ... < 500 DM,1 <= ... < 4 years,3,none,2,Real Estate,25,individual_consumers,corporation,1,1m-5m,10,yes,7,273,55,71,66,-29,-6.0
692,693,4.11.2021,0.32,0.3,0,0,0,0.0,3,medium_sme,24,existing credits paid back duly till now,domestic appliances,2896,100 <= ... < 500 DM,... < 1 year ,2,none,1,Construction,29,individual_consumers,corporation,1,5m-10m,10,yes,7,309,50,79,69,4,81.0
693,694,7.09.2022,0.43,0.41,0,0,0,0.0,0,micro_sme,6,critical account/ other credits existing (not at this bank),car (new),4716,unknown/ no savings account,... < 1 year ,1,none,3,Real Estate,44,individual_consumers,corporation,2,1m-5m,20,yes,3,565,39,10,88,65,69.0
694,695,16.10.2022,0.44,0.42,0,0,0,0.0,3,large_sme,24,existing credits paid back duly till now,domestic appliances,2284,... < 100 DM,4 <= ... < 7 years,4,none,2,Construction,28,individual_consumers,corporation,1,5m-10m,10,yes,4,141,37,64,7,-97,69.0
695,696,5.07.2021,0.41,0.39,0,0,0,0.0,2,large_sme,6,existing credits paid back duly till now,car (used),1236,500 <= ... < 1000 DM ,1 <= ... < 4 years,2,none,4,Oil and gas,50,individual_consumers,sole_proprietorship,1,5m-10m,10,yes,2,55,39,38,44,-95,5.0
696,697,26.06.2023,0.22,0.2,0,0,0,0.0,0,medium_sme,12,existing credits paid back duly till now,domestic appliances,1103,... < 100 DM,4 <= ... < 7 years,4,guarantor,3,Real Estate,29,individual_consumers,corporation,2,5m-10m,10,no,5,719,87,54,36,71,31.0
697,698,1.03.2022,0.18,0.16,0,0,0,0.0,1,large_sme,12,critical account/ other credits existing (not at this bank),car (new),926,... < 100 DM,new company,1,none,2,Oil and gas,38,individual_consumers,corporation,1,0m-1m,10,yes,6,425,25,66,65,-22,9.0
698,699,13.02.2023,0.4,0.38,0,0,0,0.0,2,large_sme,18,critical account/ other credits existing (not at this bank),domestic appliances,1800,... < 100 DM,1 <= ... < 4 years,4,none,2,Construction,24,individual_consumers,corporation,2,5m-10m,10,yes,2,260,30,7,50,84,61.0
699,700,27.10.2022,0.3,0.28,0,0,0,0.0,2,small_sme,15,existing credits paid back duly till now,lease_investment,1905,... < 100 DM,.. >= 7 years,4,none,4,Construction,40,individual_consumers,sole_proprietorship,1,10m+,10,yes,0,43,33,72,73,11,14.0
700,701,13.11.2020,0.81,0.79,1,0,0,0.0,0,large_sme,12,existing credits paid back duly till now,rent_payment,1123,500 <= ... < 1000 DM ,1 <= ... < 4 years,4,none,4,Construction,29,individual_consumers,sole_proprietorship,1,1m-5m,10,yes,9,786,87,133,69,-1,95.0
701,702,24.07.2022,0.2,0.18,1,0,0,0.0,3,micro_sme,48,critical account/ other credits existing (not at this bank),car (used),6331,... < 100 DM,.. >= 7 years,4,none,4,Telecommunications,46,individual_consumers,partnership,2,5m-10m,10,yes,5,943,22,87,1,83,87.0
702,703,30.04.2021,0.42,0.4,0,0,0,0.0,3,small_sme,24,existing credits paid back duly till now,domestic appliances,1377,100 <= ... < 500 DM,.. >= 7 years,4,none,2,Telecommunications,47,individual_consumers,partnership,1,5m-10m,10,yes,4,602,21,47,72,-16,64.0
703,704,4.09.2021,0.23,0.21,0,0,0,0.0,0,medium_sme,30,delay in paying off in the past,business,2503,100 <= ... < 500 DM,.. >= 7 years,4,none,2,Oil and gas,41,large_enterprises,corporation,2,5m-10m,10,yes,0,541,5,26,87,-92,15.0
704,705,9.03.2022,0.08,0.06,0,0,0,0.0,1,medium_sme,27,existing credits paid back duly till now,business,2528,... < 100 DM,... < 1 year ,4,none,1,Oil and gas,32,individual_consumers,corporation,1,5m-10m,20,yes,2,431,16,46,9,-16,3.0
705,706,28.12.2022,0.49,0.47,0,0,0,0.0,2,large_sme,15,existing credits paid back duly till now,car (new),5324,500 <= ... < 1000 DM ,.. >= 7 years,1,none,4,Telecommunications,35,individual_consumers,partnership,1,5m-10m,10,yes,2,777,41,96,90,59,-4.0
706,707,9.06.2020,1.02,1.0,1,0,0,0.0,3,medium_sme,48,existing credits paid back duly till now,car (new),6560,100 <= ... < 500 DM,4 <= ... < 7 years,3,none,2,Oil and gas,24,individual_consumers,corporation,1,5m-10m,10,yes,3,795,95,118,77,95,91.0
707,708,1.07.2020,0.39,0.37,1,0,0,0.0,2,medium_sme,12,no credits taken/ all credits paid back duly,rent_payment,2969,... < 100 DM,... < 1 year ,4,none,3,Oil and gas,25,individual_consumers,sole_proprietorship,2,5m-10m,10,yes,8,983,121,106,68,-27,92.0
708,709,29.10.2022,0.12,0.1,0,0,0,0.0,2,medium_sme,9,existing credits paid back duly till now,domestic appliances,1206,... < 100 DM,.. >= 7 years,4,none,4,Real Estate,25,individual_consumers,corporation,1,5m-10m,10,yes,2,7,82,97,82,58,7.0
709,710,25.09.2021,0.45,0.43,0,0,0,0.0,3,medium_sme,9,existing credits paid back duly till now,domestic appliances,2118,... < 100 DM,1 <= ... < 4 years,2,none,2,Real Estate,37,individual_consumers,corporation,1,1m-5m,20,yes,4,527,77,14,93,-70,78.0
710,711,12.10.2020,0.31,0.29,0,0,0,0.0,3,large_sme,18,critical account/ other credits existing (not at this bank),domestic appliances,629,500 <= ... < 1000 DM ,.. >= 7 years,4,none,3,Oil and gas,32,small_businesses,corporation,2,10m+,10,yes,1,470,46,54,45,-76,43.0
711,712,4.12.2022,0.26,0.24,1,0,0,0.0,3,micro_sme,6,all credits at this bank paid back duly,lease_investment,1198,... < 100 DM,.. >= 7 years,4,none,4,Telecommunications,35,individual_consumers,partnership,1,5m-10m,10,yes,8,173,79,53,2,8,78.0
712,713,25.04.2020,0.4,0.38,0,0,0,0.0,0,large_sme,21,existing credits paid back duly till now,car (used),2476,unknown/ no savings account,.. >= 7 years,4,none,4,Real Estate,46,individual_consumers,corporation,1,10m+,10,yes,4,181,36,88,37,58,20.0
713,714,23.11.2022,0.3,0.28,0,0,0,0.0,1,micro_sme,9,critical account/ other credits existing (not at this bank),domestic appliances,1138,... < 100 DM,1 <= ... < 4 years,4,none,4,Real Estate,25,individual_consumers,corporation,2,1m-5m,10,yes,1,516,24,49,22,25,37.0
714,715,24.10.2023,0.54,0.52,1,0,0,0.0,3,medium_sme,60,existing credits paid back duly till now,car (new),14027,... < 100 DM,4 <= ... < 7 years,4,none,2,Telecommunications,27,individual_consumers,corporation,1,10m+,10,yes,5,319,31,69,77,99,85.0
